#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\16122021\mess_1_45.3mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	kHz
9256.758	3115.689	-937.500
-2941.032	2440.287	-939.941
-9480.924	-9566.637	-942.383
-7346.970	-11736.064	-944.824
4562.547	16376.751	-947.266
-5615.466	-2016.391	-949.707
-9596.092	8076.159	-952.148
9354.998	-7276.923	-954.590
-8489.790	-10735.649	-957.031
12343.789	-5930.564	-959.473
8032.371	7500.226	-961.914
9633.773	11183.500	-964.355
-13590.492	-13816.564	-966.797
-3511.351	-13087.281	-969.238
6984.244	10255.217	-971.680
2348.348	12360.229	-974.121
12945.731	-6846.273	-976.563
-10504.157	10908.541	-979.004
-4079.767	12941.392	-981.445
-11696.993	6923.691	-983.887
-5292.447	13883.145	-986.328
-10550.618	-3077.639	-988.770
6348.846	5140.818	-991.211
-25457.996	-5155.597	-993.652
-4929.183	-1495.702	-996.094
-3367.909	9251.360	-998.535
-2653.815	-6289.265	-1000.977
-6386.355	9584.900	-1003.418
6637.974	-9946.982	-1005.859
10780.621	3115.359	-1008.301
4438.512	1697.289	-1010.742
-15336.277	-11097.414	-1013.184
-3208.891	8140.254	-1015.625
12297.676	16332.952	-1018.066
11580.070	-6332.281	-1020.508
-3762.141	13459.471	-1022.949
7510.238	-1370.561	-1025.391
-5617.836	-2969.660	-1027.832
-9905.285	-3083.277	-1030.273
14053.623	11649.547	-1032.715
-14696.542	7294.898	-1035.156
-12315.246	2350.328	-1037.598
-6537.828	-9440.430	-1040.039
-21703.469	13392.617	-1042.480
-3693.609	-458.539	-1044.922
-1258.734	10519.313	-1047.363
-15118.250	-12703.641	-1049.805
-970.234	3071.414	-1052.246
-11911.281	-5056.125	-1054.688
-1090.703	-1212.766	-1057.129
-3522.125	-8706.250	-1059.570
3033.680	-6269.969	-1062.012
-10231.500	17167.844	-1064.453
14330.313	-11744.391	-1066.895
-3720.938	1088.192	-1069.336
19002.875	5059.016	-1071.777
6368.000	2186.938	-1074.219
-19821.766	9602.594	-1076.660
-6469.445	2356.344	-1079.102
-12297.281	-10142.313	-1081.543
-3074.281	9452.266	-1083.984
6239.375	-9045.844	-1086.426
3772.844	-13807.414	-1088.867
-3799.766	12780.068	-1091.309
12720.180	-6080.223	-1093.750
20233.672	16075.672	-1096.191
12181.313	-9240.875	-1098.633
-2604.559	8229.875	-1101.074
-5791.585	-12599.391	-1103.516
2807.229	-14717.828	-1105.957
4869.887	10251.793	-1108.398
2387.082	13355.535	-1110.840
3398.883	10233.465	-1113.281
-6766.805	326.177	-1115.723
-492.012	16040.121	-1118.164
-8455.531	12242.966	-1120.605
-10124.197	11736.291	-1123.047
11294.879	-1442.945	-1125.488
-15975.645	-7186.350	-1127.930
-878.596	-6441.735	-1130.371
-3091.798	1276.779	-1132.813
-16035.167	-3659.001	-1135.254
-1062.028	11738.468	-1137.695
6430.186	-12092.297	-1140.137
10980.600	-2482.204	-1142.578
-2653.098	-1502.537	-1145.020
13413.658	6806.951	-1147.461
10970.484	-4421.842	-1149.902
-4637.156	20381.891	-1152.344
-1463.562	-11623.420	-1154.785
-9328.580	-8508.072	-1157.227
-11009.294	-199.488	-1159.668
14082.689	2817.914	-1162.109
-3719.982	-9131.943	-1164.551
2283.117	-5451.586	-1166.992
-7374.063	-6955.188	-1169.434
16616.992	4408.579	-1171.875
6065.993	9616.234	-1174.316
-3920.523	8313.138	-1176.758
-17955.938	-5954.529	-1179.199
-11813.498	-3989.864	-1181.641
-1541.592	21281.939	-1184.082
-1507.240	-1670.150	-1186.523
23043.342	-5553.375	-1188.965
-1374.185	-2022.784	-1191.406
1046.342	-8263.160	-1193.848
24807.818	-11242.688	-1196.289
8575.418	2724.211	-1198.730
-13953.203	5619.250	-1201.172
5212.116	6338.034	-1203.613
-2859.114	16039.969	-1206.055
-2980.190	-2654.746	-1208.496
18689.234	19618.617	-1210.938
7391.938	-9677.441	-1213.379
-1530.127	-19706.467	-1215.820
5649.801	8361.359	-1218.262
-4929.951	-5074.097	-1220.703
9566.685	5825.373	-1223.145
17100.613	2563.486	-1225.586
-6452.870	6890.808	-1228.027
3397.340	-16.113	-1230.469
-6729.461	7926.553	-1232.910
16044.684	32964.527	-1235.352
1134.428	6223.479	-1237.793
819.754	9239.411	-1240.234
-12000.968	3214.738	-1242.676
8431.429	313.342	-1245.117
-726.750	6626.601	-1247.559
