#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\17122021\mess_1_45.5mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	kHz
-4913.480	-3710.966	1074.219
-27247.977	-8260.752	1071.777
-8263.822	10657.854	1069.336
4086.728	8570.580	1066.895
13439.039	9905.276	1064.453
8834.367	13775.049	1062.012
209.837	-5826.158	1059.570
-15824.093	10146.929	1057.129
-1366.914	-4563.689	1054.688
-979.326	-5026.236	1052.246
352.027	8378.262	1049.805
310.738	11898.985	1047.363
-9554.607	2659.344	1044.922
-5329.389	16482.930	1042.480
22935.063	24509.859	1040.039
-515.574	18858.230	1037.598
-13663.452	-13715.847	1035.156
-21072.854	12241.768	1032.715
-11605.709	-1710.938	1030.273
17111.092	10880.699	1027.832
-15426.931	15686.092	1025.391
-5759.888	2715.234	1022.949
11185.264	-1758.235	1020.508
-6174.895	-10064.666	1018.066
6797.463	3915.069	1015.625
-7205.925	-6839.264	1013.184
-7127.175	-1981.987	1010.742
12506.646	-307.309	1008.301
-10749.380	5201.077	1005.859
3863.786	4959.215	1003.418
-5568.990	-11838.316	1000.977
19170.971	-15731.913	998.535
-2234.758	-784.793	996.094
13531.941	11361.368	993.652
8960.705	-12693.104	991.211
-21583.932	-3105.388	988.770
-8216.563	11378.212	986.328
1837.221	-12246.847	983.887
4414.307	-7605.217	981.445
20343.418	-22232.719	979.004
-8761.341	21680.438	976.563
-1715.527	19081.441	974.121
-1540.629	3507.740	971.680
-2077.592	-424.284	969.238
9335.139	11383.854	966.797
13137.086	1194.362	964.355
-4196.574	27767.107	961.914
2690.571	15062.254	959.473
5853.106	13227.328	957.031
14954.410	9441.705	954.590
25322.186	-17177.543	952.148
10981.748	-10683.945	949.707
4973.930	12547.628	947.266
-19694.863	-8101.196	944.824
-16854.086	-145.472	942.383
10324.669	2609.062	939.941
-23852.676	11518.117	937.500
4191.487	-5174.993	935.059
-7130.811	12266.213	932.617
3104.288	-10479.510	930.176
-1213.565	7771.920	927.734
-12612.719	13159.518	925.293
5723.787	12237.250	922.852
13090.500	4926.836	920.410
-3881.012	-2189.721	917.969
27503.504	-28296.953	915.527
2232.873	10313.008	913.086
2270.961	869.025	910.645
-17270.168	-15639.332	908.203
-7808.848	563.018	905.762
5799.955	7736.074	903.320
-4187.473	-3512.613	900.879
-6016.896	-4223.727	898.438
8460.152	-10793.408	895.996
-5502.207	-9386.072	893.555
-7471.337	-4704.414	891.113
15494.495	-10197.338	888.672
4355.393	1631.520	886.230
-19381.525	17774.982	883.789
8865.928	19951.797	881.348
10029.900	-309.052	878.906
2191.988	-10250.971	876.465
3627.234	30.227	874.023
8059.562	14389.718	871.582
-5202.271	14413.469	869.141
4926.916	19796.777	866.699
-6189.862	-2439.206	864.258
2202.619	-1301.813	861.816
-4311.204	-1241.192	859.375
-2776.780	24975.293	856.934
4351.366	-7469.571	854.492
-10590.936	2831.043	852.051
1621.740	-2193.145	849.609
-34514.789	9399.059	847.168
6994.165	-4646.772	844.727
13284.817	9459.568	842.285
4727.124	-4902.145	839.844
9804.360	-9188.773	837.402
32646.250	28492.850	834.961
10450.497	4813.408	832.520
-9147.526	13269.606	830.078
-11479.382	18668.371	827.637
7704.109	-18402.273	825.195
19666.730	-524.792	822.754
-1729.414	27122.938	820.313
2457.169	17637.531	817.871
1701.423	-12596.321	815.430
-5211.960	-1969.820	812.988
16653.348	9547.246	810.547
1779.459	20629.875	808.105
-9374.648	-891.122	805.664
8577.448	17467.961	803.223
-139.368	17024.271	800.781
-20666.537	-927.373	798.340
664.356	11819.770	795.898
18735.451	7329.773	793.457
29249.377	13360.699	791.016
-1752.649	6177.246	788.574
17859.361	7302.313	786.133
13777.121	-312.947	783.691
-5517.185	15767.485	781.250
26835.215	2424.569	778.809
9619.604	6970.102	776.367
1575.442	395.753	773.926
14575.175	6720.038	771.484
1662.476	-10883.777	769.043
14290.982	12022.869	766.602
-588.300	1760.956	764.160
3809.612	33576.410	761.719
1417.704	-6992.819	759.277
-115.824	19153.211	756.836
-20549.707	-6516.986	754.395
13417.313	30008.197	751.953
10602.570	12127.725	749.512
-8096.232	-5980.333	747.070
-5410.367	21713.992	744.629
734.160	12062.228	742.188
-25645.281	12959.381	739.746
32638.842	26013.113	737.305
12810.595	19149.039	734.863
15759.564	25003.199	732.422
6626.823	25951.064	729.980
-16920.439	6845.958	727.539
206.917	552.457	725.098
-26564.934	-8391.620	722.656
6632.878	-1353.813	720.215
6168.301	14718.193	717.773
-895.225	17317.723	715.332
17568.871	3477.645	712.891
4736.132	-6232.508	710.449
-19270.334	15152.293	708.008
-24591.473	-5168.612	705.566
12283.703	14686.713	703.125
226.517	17109.715	700.684
-16319.524	18865.777	698.242
4770.938	33360.414	695.801
-10964.604	3646.152	693.359
26402.637	664.482	690.918
10464.199	4319.627	688.477
2337.930	-1202.240	686.035
11149.115	4244.864	683.594
-9257.431	5386.757	681.152
27393.219	9734.816	678.711
1275.922	34157.375	676.270
13994.858	28213.000	673.828
7936.848	-11439.869	671.387
15274.274	-2697.746	668.945
16094.796	18352.797	666.504
-5944.945	20473.670	664.063
20486.334	16867.510	661.621
21453.359	-1231.749	659.180
11117.051	32871.195	656.738
29766.387	26236.389	654.297
-5628.412	-7818.182	651.855
28792.287	-4276.495	649.414
-6958.678	-42851.586	646.973
12412.512	6391.805	644.531
-7959.653	-1730.446	642.090
-5537.300	5148.797	639.648
1882.903	1110.074	637.207
11953.496	1477.021	634.766
466.652	4124.211	632.324
-11714.780	-10350.818	629.883
17322.148	-26410.953	627.441
16134.250	7087.250	625.000
22736.131	8889.670	622.559
3672.124	21626.043	620.117
23357.596	10057.853	617.676
11711.114	11814.357	615.234
9128.709	2598.188	612.793
20242.924	7015.283	610.352
-5737.393	19415.805	607.910
28561.523	15432.577	605.469
6273.639	-9987.924	603.027
25550.754	8600.033	600.586
15142.667	23013.873	598.145
26296.785	-3749.636	595.703
19509.104	22027.922	593.262
18505.910	12383.709	590.820
-15432.748	35383.258	588.379
-20346.203	8351.416	585.938
13816.808	-12852.154	583.496
7041.571	-4499.052	581.055
20786.250	35747.492	578.613
6600.666	20522.104	576.172
2284.033	13754.684	573.730
3635.898	6768.976	571.289
-738.287	14296.768	568.848
-12033.045	16765.566	566.406
-5426.235	13325.413	563.965
18321.045	16234.285	561.523
47881.781	15960.084	559.082
-1515.810	22171.316	556.641
13482.435	1838.904	554.199
6981.315	13159.865	551.758
-16456.391	2722.439	549.316
11257.168	20515.742	546.875
3665.010	27492.357	544.434
5431.261	29572.078	541.992
1812.197	12810.383	539.551
6343.259	-1364.607	537.109
-14237.229	28396.836	534.668
-12302.383	-1720.105	532.227
12208.570	2270.383	529.785
11517.014	12441.634	527.344
12599.082	-436.213	524.902
3194.387	1838.668	522.461
16382.814	-13558.045	520.020
26356.670	-4481.069	517.578
18675.471	-4795.620	515.137
-3179.982	15900.563	512.695
21343.895	7385.704	510.254
8767.061	25629.107	507.813
23056.984	-2240.579	505.371
9793.437	-20006.049	502.930
-7170.100	-10666.356	500.488
-6565.711	1898.429	498.047
-10349.293	25657.086	495.605
7901.188	30963.490	493.164
8033.772	-5293.837	490.723
11675.541	-1013.794	488.281
3331.857	-6841.984	485.840
4049.546	-7067.783	483.398
-1007.003	15450.502	480.957
-3232.624	29022.691	478.516
18659.863	18042.045	476.074
-11154.082	10647.535	473.633
22205.346	4190.288	471.191
20735.758	20770.418	468.750
-12855.585	15163.828	466.309
-3483.931	9427.326	463.867
7719.260	26776.658	461.426
-16642.697	-10337.975	458.984
25007.641	8698.469	456.543
-12420.250	1663.513	454.102
23529.980	29275.832	451.660
7169.634	7687.704	449.219
-337.594	9867.963	446.777
10513.895	-7413.957	444.336
15390.040	24021.855	441.895
139.358	20189.336	439.453
13954.426	38505.547	437.012
27183.160	35864.336	434.570
54941.445	15396.850	432.129
21775.834	1185.039	429.688
-3776.872	11389.021	427.246
32819.012	53600.738	424.805
18642.895	19968.203	422.363
-10470.998	18900.023	419.922
37225.531	11707.918	417.480
8017.022	3418.889	415.039
8179.668	7803.849	412.598
16919.695	32712.379	410.156
35749.875	13128.656	407.715
16792.305	29638.285	405.273
4239.561	44314.063	402.832
-20740.096	12343.418	400.391
18899.293	35432.695	397.949
-8289.472	-4210.865	395.508
18427.416	30594.176	393.066
1607.299	21997.031	390.625
-336.297	4244.735	388.184
18465.982	3939.996	385.742
37637.152	9592.555	383.301
5364.888	15581.474	380.859
-7665.554	5634.101	378.418
15141.514	30836.000	375.977
30303.775	8951.709	373.535
22601.047	42224.117	371.094
-10725.951	19311.438	368.652
19721.221	23601.719	366.211
23635.430	5038.538	363.770
-1809.282	22659.105	361.328
-15177.754	14045.753	358.887
19392.313	23478.225	356.445
30483.455	22692.305	354.004
11995.384	-17800.086	351.563
-8970.974	9232.612	349.121
-3108.341	-24.633	346.680
13314.262	44975.609	344.238
11972.329	19330.961	341.797
3541.978	21412.180	339.355
24084.121	20326.375	336.914
22659.168	22818.902	334.473
21063.277	26053.137	332.031
23091.461	24473.680	329.590
-11327.219	34640.141	327.148
22837.559	26641.516	324.707
14494.521	27459.184	322.266
-7401.134	19224.648	319.824
653.945	18912.379	317.383
19199.131	47470.336	314.941
57614.500	25610.262	312.500
5757.708	45448.938	310.059
11424.377	44236.484	307.617
27425.840	9035.722	305.176
4879.526	29561.656	302.734
32282.965	32344.428	300.293
16089.875	13998.267	297.852
7210.479	61875.160	295.410
3324.436	31127.582	292.969
8433.195	21840.611	290.527
22408.980	48962.559	288.086
5132.326	11165.864	285.645
23563.848	21219.086	283.203
3932.913	13018.527	280.762
25665.160	26544.504	278.320
9337.867	40679.727	275.879
19532.129	35811.863	273.438
17954.824	6395.749	270.996
23633.121	66061.594	268.555
30906.189	26483.822	266.113
16347.537	47102.195	263.672
-10829.259	23878.455	261.230
8048.100	51014.355	258.789
27592.318	27143.191	256.348
-206.265	23204.646	253.906
30498.465	10199.742	251.465
-2684.298	36507.137	249.023
29589.594	32634.367	246.582
42305.586	8682.389	244.141
23683.852	19030.799	241.699
-10443.221	43459.707	239.258
27757.234	23835.682	236.816
19370.375	27584.695	234.375
44790.125	29596.635	231.934
-790.891	27304.084	229.492
50429.477	51347.242	227.051
26537.189	16414.281	224.609
26938.289	41402.988	222.168
17022.037	10632.570	219.727
30003.732	20766.129	217.285
12229.915	2704.243	214.844
48903.676	33601.211	212.402
46841.574	35214.633	209.961
25623.254	12635.500	207.520
44999.617	32988.594	205.078
17790.605	46948.531	202.637
15131.758	49888.246	200.195
48693.648	18399.828	197.754
26059.766	39177.758	195.313
28028.781	64203.781	192.871
47910.031	15536.569	190.430
18292.363	25303.754	187.988
57577.359	36356.883	185.547
25760.973	21074.102	183.105
45224.219	40631.539	180.664
46261.086	14829.560	178.223
13582.286	37992.570	175.781
54656.734	39336.742	173.340
13871.582	37944.820	170.898
37338.141	11274.188	168.457
23571.250	38700.082	166.016
16443.979	55256.383	163.574
25358.709	27487.438	161.133
3707.780	55861.117	158.691
10204.934	66622.922	156.250
9867.065	56358.402	153.809
11353.479	50527.578	151.367
-15239.572	52786.992	148.926
42412.527	59420.031	146.484
46014.477	35843.000	144.043
81676.930	47639.070	141.602
28631.365	48113.984	139.160
44369.066	52003.750	136.719
51142.430	32961.164	134.277
19776.357	67900.297	131.836
18706.469	61992.453	129.395
57047.266	55173.695	126.953
61803.672	55568.832	124.512
29534.850	65732.734	122.070
86921.000	51836.125	119.629
45352.766	41525.680	117.188
45189.281	54892.684	114.746
44127.895	34535.383	112.305
29032.900	45144.355	109.863
58357.188	36330.980	107.422
33811.492	39454.367	104.980
-23727.801	62710.883	102.539
17946.904	80177.328	100.098
-16659.203	76446.813	97.656
3373.977	106265.266	95.215
27140.627	127870.891	92.773
4514.100	117250.938	90.332
12769.252	110026.000	87.891
72449.219	161362.875	85.449
86083.898	192795.438	83.008
118272.188	149738.844	80.566
125244.016	134801.141	78.125
138752.469	94246.453	75.684
142544.016	64381.270	73.242
146057.969	55642.418	70.801
147935.094	29845.129	68.359
129136.688	-5632.286	65.918
95767.438	1283.008	63.477
54007.551	-45344.727	61.035
3175.654	-24083.098	58.594
-4088.535	-20702.477	56.152
-65635.336	42007.172	53.711
-94050.031	79295.336	51.270
-127759.414	177684.313	48.828
-101913.797	275727.688	46.387
-59236.238	355864.625	43.945
45188.867	443055.750	41.504
199341.344	510748.125	39.063
408552.188	491255.188	36.621
611785.875	343296.688	34.180
761689.750	103162.531	31.738
830179.750	-217509.281	29.297
757987.500	-623509.000	26.855
422996.625	-1034490.625	24.414
-148199.313	-1385546.875	21.973
-915020.250	-1460603.250	19.531
-1800295.500	-1200258.250	17.090
-2657917.000	-490733.313	14.648
-3287128.000	658486.750	12.207
-3494062.500	2206567.000	9.766
-3051840.500	3933753.500	7.324
-1809744.000	5648749.000	4.883
226805.188	6953061.000	2.441
2973379.500	7416605.000	0.000
6034514.000	6750253.500	-2.441
8953281.000	4669936.000	-4.883
11009252.000	1223489.125	-7.324
11401330.000	-3285966.750	-9.766
9507334.000	-7897509.000	-12.207
5241595.000	-11004078.000	-14.648
155983.750	-11377638.000	-17.090
-3926632.250	-9369371.000	-19.531
-6191930.000	-6118659.000	-21.973
-6722791.000	-2923279.500	-24.414
-5971587.000	-303634.594	-26.855
-4585444.500	1442423.750	-29.297
-2986942.750	2320755.500	-31.738
-1483276.000	2439594.750	-34.180
-333929.000	2091668.625	-36.621
353079.813	1496921.750	-39.063
696804.375	884650.750	-41.504
766254.813	298518.000	-43.945
658003.625	-116162.711	-46.387
470184.969	-384491.219	-48.828
262047.031	-515249.625	-51.270
26642.801	-578829.500	-53.711
-128815.789	-540393.375	-56.152
-292302.031	-483119.531	-58.594
-339480.125	-387471.438	-61.035
-385565.563	-313121.406	-63.477
-431988.000	-194387.031	-65.918
-376198.594	-105080.906	-68.359
-367702.313	-25946.961	-70.801
-327186.563	-786.922	-73.242
-246091.250	47032.449	-75.684
-187386.438	68523.383	-78.125
-156446.063	44292.445	-80.566
-88009.984	57094.086	-83.008
-71394.023	11698.902	-85.449
-56491.602	332.359	-87.891
-37192.273	-54506.184	-90.332
-10742.922	-55607.906	-92.773
-25180.563	-58969.055	-95.215
-47908.484	-101327.109	-97.656
-36738.953	-91125.734	-100.098
-43833.625	-74136.594	-102.539
-52470.156	-84841.102	-104.980
-70700.633	-55179.027	-107.422
-56612.344	-100362.484	-109.863
-81599.953	-75385.250	-112.305
-59101.688	-80162.797	-114.746
-69610.695	-93979.391	-117.188
-69315.398	-69726.672	-119.629
-63899.313	-51610.281	-122.070
-109361.109	-53787.211	-124.512
-79432.688	-62694.020	-126.953
-58338.305	-57343.617	-129.395
-78806.992	-45236.063	-131.836
-83387.352	-17469.320	-134.277
-80052.008	-50930.906	-136.719
-82119.141	-29381.035	-139.160
-67751.344	-34914.305	-141.602
-50738.820	-49224.180	-144.043
-81630.000	-20598.098	-146.484
-51228.852	-38333.227	-148.926
-39892.445	-49039.121	-151.367
-63127.324	-24508.305	-153.809
-55535.672	-66309.602	-156.250
-57253.852	-42241.965	-158.691
-67807.180	-29926.035	-161.133
-60273.461	-22037.121	-163.574
-41470.125	-20891.383	-166.016
-61628.805	-30956.494	-168.457
-66158.969	-22552.844	-170.898
-83180.094	-57171.285	-173.340
-40899.426	-18630.959	-175.781
-21137.797	-45264.594	-178.223
-66262.695	-21037.621	-180.664
-15409.537	-38255.219	-183.105
-35045.770	-29210.160	-185.547
-71249.156	-56257.219	-187.988
-28538.938	-34593.305	-190.430
-44433.074	-42756.031	-192.871
-17653.734	-49508.633	-195.313
-46935.055	-11482.205	-197.754
-40873.223	-26697.852	-200.195
-16131.305	-40315.109	-202.637
-55396.172	-35529.289	-205.078
-46682.656	-42131.953	-207.520
-16333.426	-30903.020	-209.961
-43284.250	-21364.301	-212.402
-42852.633	-38372.223	-214.844
-25937.607	-21961.936	-217.285
-28029.455	-22662.486	-219.727
-29500.947	-53590.535	-222.168
-33297.824	-36267.141	-224.609
-29571.164	-42035.473	-227.051
-36069.344	-31452.082	-229.492
-16119.207	-14541.080	-231.934
-39864.734	-13789.640	-234.375
-12963.300	-67516.313	-236.816
-34805.043	-10353.919	-239.258
-12421.156	-60017.121	-241.699
-3899.494	-3484.491	-244.141
-27505.641	-8224.465	-246.582
-14156.193	-23685.121	-249.023
-7805.978	-15296.505	-251.465
-22096.432	-33889.379	-253.906
-41747.344	-11434.667	-256.348
-22887.381	-37900.559	-258.789
-29387.447	-10875.975	-261.230
-33832.789	-23829.039	-263.672
-51953.156	-13979.429	-266.113
-30391.588	-45828.703	-268.555
-30052.895	-19086.125	-270.996
-28035.168	-6715.410	-273.438
-20627.996	-34202.793	-275.879
-37875.930	-11232.613	-278.320
-44755.484	-26752.758	-280.762
-12217.447	-10559.176	-283.203
-15512.277	-26350.559	-285.645
-40619.879	-42307.348	-288.086
-12481.180	-35247.180	-290.527
-15606.851	-49937.742	-292.969
-50156.277	6606.759	-295.410
-14638.748	-12601.925	-297.852
-26423.127	-7864.176	-300.293
-46754.680	-43217.711	-302.734
-33702.750	-30649.227	-305.176
-18119.281	22615.984	-307.617
-6821.767	-8572.017	-310.059
-19846.387	-32325.242	-312.500
-9314.450	-9436.155	-314.941
-32947.961	-10225.139	-317.383
-8567.833	251.896	-319.824
-25324.648	-25499.229	-322.266
-10939.016	-19106.666	-324.707
-50132.008	-14270.061	-327.148
-26131.117	-25669.148	-329.590
-16415.523	-23725.699	-332.031
-46278.223	-9403.313	-334.473
-5048.614	-33558.797	-336.914
-28701.658	-18720.631	-339.355
-13332.104	4443.469	-341.797
-21161.385	321.084	-344.238
-23914.666	-41248.844	-346.680
-24245.547	-16793.414	-349.121
-13205.146	-44400.770	-351.563
-16154.377	14380.016	-354.004
-20016.760	-19903.076	-356.445
-35247.152	771.718	-358.887
-23450.859	-9760.986	-361.328
-10544.857	-28865.512	-363.770
-18399.357	-20723.924	-366.211
-15844.430	-74.739	-368.652
-19973.471	-3772.364	-371.094
-39958.098	1356.966	-373.535
-51957.168	-8710.146	-375.977
-18505.990	-38023.758	-378.418
-32268.010	-29695.266	-380.859
-35760.953	-38852.434	-383.301
-23014.027	-29083.961	-385.742
-42197.766	-8399.092	-388.184
5891.526	-29257.102	-390.625
-9555.821	6992.429	-393.066
-5961.048	-6691.425	-395.508
-49947.891	-18603.969	-397.949
-533.339	-9635.842	-400.391
-34045.344	-9170.248	-402.832
-8127.000	-3749.375	-405.273
-19365.352	-37548.406	-407.715
-15367.071	-16957.434	-410.156
-33414.121	-31375.691	-412.598
5782.227	13716.760	-415.039
-25948.180	-30048.072	-417.480
-2360.766	-13243.495	-419.922
-2057.816	-46203.469	-422.363
5465.256	-8335.666	-424.805
-37889.449	-14325.381	-427.246
-31155.461	4965.320	-429.688
-12418.162	-24276.762	-432.129
-26341.051	-9117.999	-434.570
-22035.531	-24320.533	-437.012
-41203.539	-35964.152	-439.453
-34262.531	-10611.790	-441.895
-14130.254	-31491.473	-444.336
-23578.813	-21468.180	-446.777
-5884.683	1775.435	-449.219
-10668.885	-9309.914	-451.660
-3033.918	-27988.414	-454.102
-20544.666	-23468.865	-456.543
-15030.275	19353.529	-458.984
-9653.980	-12498.281	-461.426
-34004.762	8883.506	-463.867
-29844.379	-5217.509	-466.309
-29634.156	-8133.960	-468.750
-22006.328	2099.337	-471.191
-30940.158	-14694.166	-473.633
-16145.103	-10666.082	-476.074
-7562.571	-18289.309	-478.516
-9153.384	-6906.676	-480.957
-12817.521	-37969.250	-483.398
-16194.294	-20320.809	-485.840
11389.780	-2753.703	-488.281
-5843.778	-7580.091	-490.723
-8483.914	-7373.546	-493.164
-35063.879	13606.521	-495.605
9147.547	-36831.273	-498.047
-25922.105	-5711.545	-500.488
3663.938	-12053.595	-502.930
-4459.860	-6371.190	-505.371
-10738.050	-4860.224	-507.813
1188.389	-20127.693	-510.254
5599.279	8213.575	-512.695
17152.039	-8631.569	-515.137
-22675.850	9992.625	-517.578
2784.407	2107.781	-520.020
-11266.552	-10381.067	-522.461
-2200.312	-10020.016	-524.902
-7555.890	-13708.108	-527.344
894.958	-32513.328	-529.785
-12775.721	-12614.381	-532.227
-9274.855	-12175.273	-534.668
-33740.398	-39551.543	-537.109
-25225.141	-5016.773	-539.551
-24442.213	-13635.035	-541.992
-18347.828	6248.487	-544.434
-23835.234	-5207.631	-546.875
-5578.603	13712.772	-549.316
-14374.374	-17124.398	-551.758
-24748.906	-16544.988	-554.199
-2316.311	-10586.990	-556.641
-29650.121	-12853.359	-559.082
-16545.324	-2983.771	-561.523
-38018.027	-21428.205	-563.965
-14677.736	-6167.250	-566.406
16656.566	-1409.034	-568.848
1036.627	-7945.294	-571.289
-7650.039	-13266.709	-573.730
-11173.479	-2469.274	-576.172
-27064.633	-22300.146	-578.613
-7256.159	-15829.754	-581.055
-11310.593	-7519.970	-583.496
-20238.891	-13388.482	-585.938
-5265.959	3087.208	-588.379
-22857.141	-18994.625	-590.820
-21694.238	8350.115	-593.262
4189.832	-16192.162	-595.703
-34696.930	-23430.381	-598.145
-7872.553	-7842.317	-600.586
-32913.344	20780.084	-603.027
-30815.293	-33059.117	-605.469
-3732.284	-8234.741	-607.910
-22642.074	13795.953	-610.352
11666.722	34812.551	-612.793
-525.121	2551.104	-615.234
10602.848	4879.164	-617.676
-33782.531	13777.318	-620.117
1052.101	-1314.047	-622.559
-13247.250	6958.500	-625.000
10542.869	13895.830	-627.441
-23364.625	-3164.042	-629.883
-31648.596	5993.648	-632.324
-12362.614	22557.393	-634.766
-28705.709	-17992.438	-637.207
-19566.924	-16753.783	-639.648
-19518.295	-21542.805	-642.090
3582.353	-5591.077	-644.531
-10772.139	-30977.826	-646.973
-9833.004	-1336.158	-649.414
-5283.667	-25297.748	-651.855
-12656.035	-8418.489	-654.297
-5343.854	-14984.547	-656.738
3509.902	-25355.959	-659.180
-12036.736	-26319.635	-661.621
-8665.453	-10922.604	-664.063
4827.255	547.404	-666.504
-19186.508	-10697.244	-668.945
-10329.780	-20814.297	-671.387
-9764.385	-7014.494	-673.828
-16952.205	-14523.934	-676.270
-8828.957	1670.587	-678.711
15303.596	-1771.502	-681.152
-4660.971	-2522.019	-683.594
-2402.327	6155.228	-686.035
-5090.279	-25456.723	-688.477
-13365.016	-28528.271	-690.918
-12822.221	-4870.812	-693.359
13185.784	-4709.947	-695.801
3879.310	-4946.143	-698.242
-23080.813	-6921.005	-700.684
-8062.535	-35826.977	-703.125
-18937.604	-12229.861	-705.566
-5023.265	-12236.522	-708.008
-3706.068	-4885.897	-710.449
-10626.722	-11293.529	-712.891
2877.843	-8511.477	-715.332
-16639.781	-901.870	-717.773
-9287.340	-153.248	-720.215
-32687.990	5375.269	-722.656
16.167	-8756.557	-725.098
-21266.813	8939.313	-727.539
6441.048	4088.854	-729.980
-20806.893	-218.570	-732.422
30414.729	-485.044	-734.863
7560.045	2862.305	-737.305
-17296.539	12349.645	-739.746
21323.822	-15314.936	-742.188
-7861.595	-1105.601	-744.629
-8859.716	-6863.937	-747.070
15399.318	-11197.149	-749.512
-23897.195	-24086.781	-751.953
-12579.340	6271.024	-754.395
-23301.887	-9901.846	-756.836
-6198.124	-26517.695	-759.277
19777.311	-1756.276	-761.719
-11224.318	2095.123	-764.160
-7230.046	-5105.570	-766.602
-60.814	4163.615	-769.043
-26736.043	-16443.703	-771.484
-20288.512	-9366.441	-773.926
-8226.041	-6841.732	-776.367
-20040.408	-11471.719	-778.809
-17525.406	1279.530	-781.250
-12114.536	-5374.025	-783.691
-10572.308	-16747.047	-786.133
-10525.061	-9652.189	-788.574
-22395.916	-12350.205	-791.016
-7035.672	-7693.749	-793.457
-14496.033	-2625.968	-795.898
-26018.496	8305.238	-798.340
-8091.464	15632.226	-800.781
1633.648	-6150.064	-803.223
8102.759	13102.336	-805.664
7799.995	-6064.636	-808.105
-15017.291	-30742.824	-810.547
-608.652	-29314.869	-812.988
-196.656	-16864.367	-815.430
7291.467	-13925.238	-817.871
6270.694	5950.717	-820.313
6652.862	-294.301	-822.754
18047.035	-3771.352	-825.195
-10715.564	-15230.610	-827.637
-8005.479	9652.548	-830.078
13703.313	3734.919	-832.520
-19509.170	-23601.549	-834.961
-2546.125	-13739.335	-837.402
-31260.141	-14836.067	-839.844
1727.959	-6458.040	-842.285
-11249.192	-29597.715	-844.727
-11173.857	-675.014	-847.168
5462.154	-833.751	-849.609
-7165.888	289.807	-852.051
881.902	-31779.248	-854.492
-23334.268	7881.470	-856.934
-9141.264	7668.653	-859.375
-5705.268	-18261.355	-861.816
-20384.092	5215.895	-864.258
-15995.798	-5043.104	-866.699
-6562.643	-9074.827	-869.141
-14116.860	-8631.488	-871.582
23869.322	-9000.711	-874.023
-15218.264	14071.291	-876.465
-14739.423	22010.688	-878.906
-5398.146	-395.172	-881.348
-17422.424	-8259.028	-883.789
-2780.872	-977.758	-886.230
9879.680	9413.377	-888.672
13251.588	-5460.313	-891.113
946.563	-13388.885	-893.555
-20533.736	-2028.085	-895.996
20198.203	6841.964	-898.438
-4751.223	-7322.509	-900.879
-5881.725	-11122.572	-903.320
-2207.281	-3418.861	-905.762
-14637.333	-486.200	-908.203
-7994.786	10738.986	-910.645
5882.052	-3987.511	-913.086
-3627.175	-2559.226	-915.527
-9331.722	-7744.160	-917.969
